122.915	32.7469	15
309.219	600.027	15
399.635	409.544	15
696.456	727.994	15
52.6002	419.287	15
180.839	110.862	15
582.444	746.046	15
33.4929	629.746	15
196.93	161.635	15
122.436	340.103	15
378.788	181.896	15
448.245	705.789	15
509.268	17.6891	15
485.287	662.472	15
364.197	522.101	15
525.161	528.119	15
485.754	119.298	15
242.108	138.436	15
523.674	237.344	15
43.9711	509.085	15
653.126	244.809	15
642.943	459.007	15
191.902	603.596	15
300.687	378.88	15
44.296	463.853	15
734.441	429.44	15
640.681	350.694	15
388.383	315.654	15
402.434	160.65	15
231.367	757.747	15
592.076	15.0109	15
432.277	323.539	15
80.4448	44.3059	15
533.442	613.29	15
310.354	495.541	15
264.827	171.241	15
757.252	147.303	15
700.239	215.12	15
17.4676	230.992	15
559.848	25.9215	15
713.502	569.623	15
526.608	483.691	15
143.194	128.274	15
117.828	489.737	15
211.157	367.819	15
558.126	56.6174	15
349.513	271.266	15
410.117	517.66	15
320.795	110.101	15
285.369	566.876	15
702.268	695.687	15
725.111	717.36	15
16.8958	603.775	15
42.7836	46.5121	15
85.9969	669.298	15
41.8146	711.343	15
503.211	504.436	15
416.505	601.396	15
612.543	635.447	15
390.12	44.7579	15
172.789	143.523	15
39.1479	542.593	15
396.256	453.894	15
271.131	722.351	15
571.295	567.979	15
496.892	433.116	15
455.436	432.05	15
294.583	467.226	15
229.171	393.273	15
415.234	295.462	15
265.172	541.395	15
262.683	753.413	15
297.139	741.089	15
549.93	114.444	15
557.73	146.158	15
191.709	729.143	15
258.813	276.364	15
479.933	723.961	15
650.464	726.993	15
579.045	425.709	15
568.91	330.196	15
114.002	215.995	15
723.313	349.705	15
602.216	199.89	15
752.817	334.773	15
553.27	248.684	15
63.5962	70.7594	15
208.171	418.249	15
20.2146	759.28	15
563.856	599.516	15
156.719	655.181	15
543.17	433.144	15
170.453	304.904	15
305.43	30.7597	15
246.179	200.835	15
459.792	759.042	15
461.02	553.359	15
145.211	432.625	15
130.646	760.053	15
659.974	123.878	15
328.35	463.796	15
293.777	410.543	15
487.562	571.857	15
69.2442	527.798	15
586.911	619.195	15
332.043	687.223	15
565.406	88.104	15
393.312	661.927	15
328.195	745.923	15
724.745	521.861	15
127.113	406.978	15
561.7	639.561	15
134.511	631.223	15
260.369	329.337	15
706.335	172.294	15
427.954	220.599	15
643.636	757.032	15
600.125	400.127	15
565.09	678.308	15
193.159	341.959	15
516.385	558.326	15
299.234	330.593	15
629.709	703.644	15
169.949	182.476	15
649.44	182.131	15
710.84	759.753	15
560.654	460.092	15
606.203	724.281	15
302.163	145.813	15
279.91	206.27	15
305.945	667.711	15
378.598	249.385	15
658.936	212.273	15
680.286	461.495	15
114.021	61.8741	15
59.8954	647.294	15
615.556	331.955	15
178.139	423.642	15
209.164	314.14	15
616.415	73.405	15
538.813	580.139	15
69.82	334.628	15
263.96	681.276	15
259.207	581.932	15
15.9993	478.153	15
758.025	365.603	15
416.129	382.512	15
593.041	352.008	15
579.76	492.328	15
41.2057	673.407	15
531.251	41.9792	15
621.103	375.095	15
410.838	706.907	15
15.6443	654.45	15
299.559	629.417	15
750.805	61.42	15
444.53	32.0611	15
370.82	638.178	15
725.088	674.485	15
448.592	674.773	15
376.511	429.895	15
341.091	45.6827	15
45.8382	127.704	15
377.871	603.747	15
572.224	376.147	15
516.417	326.245	15
479.558	315.603	15
739.842	121	15
318.475	717.086	15
759.621	668.417	15
550.49	725.438	15
681.878	254.979	15
17.1497	300.409	15
84.5192	758.743	15
142.703	561.523	15
698.498	542.377	15
222.607	222.313	15
583.579	169.885	15
346.74	239.757	15
16.1812	180.525	15
622.222	484.928	15
544.354	309.416	15
72.2081	444.23	15
459.632	339.372	15
475.13	456.372	15
142.456	198.761	15
465.214	91.9748	15
444.863	468.369	15
321.947	568.075	15
388.189	542.323	15
254.641	422.251	15
257.302	459.32	15
619.158	174.413	15
745.001	247.194	15
355.595	665.399	15
370.784	218.463	15
495.685	154.493	15
587.453	540.968	15
626.849	223.39	15
152.804	278.092	15
737.914	301.1	15
476.881	409.086	15
435.141	99.5405	15
63.0235	18.3234	15
610.819	561.127	15
516.002	129.722	15
122.049	103.739	15
612.518	753.629	15
167.61	544.126	15
177.28	485.355	15
441.692	578.825	15
751.759	179.173	15
756.592	451.527	15
694.362	593.72	15
15.6075	69.2805	15
51.3122	759.162	15
344.103	545.998	15
406.982	757.531	15
612.912	434.496	15
758.57	410.548	15
252.129	513.501	15
529.669	381.363	15
554.044	404.735	15
388.535	733.253	15
134.487	591.924	15
466.315	598.216	15
313.918	434.883	15
15.5192	332.728	15
223.734	727.957	15
84.8349	269.81	15
15.306	143.732	15
230.21	337.484	15
660.321	599.399	15
365.682	463.637	15
319.93	353.885	15
97.1123	540.304	15
87.2957	589.638	15
205.096	660.881	15
239.129	558.49	15
661.594	372.385	15
344.744	334.435	15
179.254	676.132	15
39.8633	208.509	15
279.602	302.829	15
155.332	392.039	15
483.377	207.656	15
523.625	742.235	15
521.175	412.102	15
580.242	124.794	15
98.3669	167.867	15
473.237	177.965	15
751.319	557.022	15
41.3241	161.231	15
409.318	245.482	15
704.058	321.055	15
594.594	309.333	15
658.109	26.8699	15
291.935	698.458	15
210.302	499.013	15
134.023	311.578	15
168.86	706.344	15
465.976	639.446	15
719.732	264.991	15
288.114	516.612	15
343.982	375.849	15
713.303	45.368	15
539.696	660.464	15
595.915	588.592	15
73.5252	298.544	15
20.0297	16.5242	15
513.329	643.228	15
280.136	439.147	15
636.619	542.846	15
263.586	82.5006	15
344.271	492.077	15
416.433	479.655	15
426.036	137.591	15
326.397	307.032	15
345.373	619.422	15
135.123	716.887	15
215.024	33.3931	15
726.112	15.3418	15
695.424	502.048	15
551.19	759.201	15
759.103	728.541	15
758.029	525.771	15
501.937	294.286	15
156.891	334.399	15
93.1426	471.218	15
431.346	409.31	15
207.417	89.3436	15
75.1211	618.77	15
172.666	364.395	15
233.356	479.471	15
239.803	301.102	15
468.816	519.464	15
374.007	347.836	15
506.713	264.391	15
112.132	290.695	15
291.828	96.5891	15
139.764	365.954	15
686.507	669.034	15
595.377	96.0969	15
240.928	701.26	15
589.31	658.59	15
332.328	16.839	15
703.651	373.522	15
636.27	142.829	15
18.8385	113.032	15
640.581	273.922	15
450.298	294.87	15
759.007	31.1478	15
662.835	486.47	15
356.071	757.346	15
24.5461	572.609	15
125.465	262.959	15
147.512	15.2648	15
89.7962	713.122	15
94.6893	352.384	15
642.55	626.607	15
214.831	123.201	15
672.193	158.668	15
553.073	542.812	15
224.929	529.984	15
659.925	74.7573	15
38.1197	352.788	15
362.108	22.2316	15
398.378	206.002	15
492.504	752.025	15
215.701	581.682	15
667.96	316.468	15
16.4942	691.609	15
339.463	134.674	15
688.822	429.56	15
478.321	487.473	15
278.234	652.15	15
689.64	131.384	15
15.3278	444.05	15
755.429	276.401	15
162.658	612.858	15
358.536	158.643	15
235.832	667.489	15
184.524	634.076	15
122.542	661.608	15
569.438	291.569	15
453.553	387.959	15
657.748	432.324	15
326.715	214.548	15
566.474	196.737	15
614.242	251.595	15
756.83	94.5119	15
110.54	611.057	15
241.171	105.956	15
195.827	202.428	15
404.641	345.22	15
67.5618	733.513	15
483.009	245.535	15
652.813	682.356	15
107.749	739.044	15
509.147	682.029	15
329.474	170.679	15
299.308	229.333	15
681.301	621.526	15
425.458	444.623	15
97.9987	319.418	15
690.747	16.7766	15
408.589	19.137	15
630.324	659.915	15
144.527	58.3357	15
112.804	568.121	15
349.789	194.473	15
495.674	90.9394	15
476.938	366.718	15
661.876	649.986	15
388.121	492.595	15
576.513	708.147	15
637.608	51.0743	15
167.346	453.045	15
723.819	614.098	15
189.673	16.1382	15
41.5719	93.4121	15
21.5956	412.059	15
97.9968	640.96	15
302.994	279.138	15
710.088	453.915	15
45.3204	286.492	15
670.925	569.681	15
246.494	363.898	15
204.557	247.745	15
279.302	606.177	15
719.347	78.7914	15
508.306	594.888	15
143.764	684.828	15
381.395	136.605	15
491.173	541.095	15
67.1178	488.463	15
617.487	117.982	15
201.161	758.087	15
752.853	492.844	15
223.341	634.812	15
183.692	271.901	15
95.1539	87.3434	15
81.9993	402.152	15
451.632	240.498	15
673.896	759.533	15
50.4948	595.422	15
759.371	615.749	15
444.76	163.849	15
482.192	45.4812	15
177.387	230.725	15
608.392	281.957	15
733.864	387.081	15
423.368	188.916	15
266.98	392.198	15
668.724	534.395	15
313.528	67.2187	15
43.9845	389.852	15
70.5368	108.087	15
65.6101	561.908	15
377.83	693.257	15
500.117	389.757	15
594.559	461.61	15
237.858	253.279	15
673.876	707.075	15
284.861	53.931	15
96.9163	17.2811	15
339.506	86.372	15
431.029	732.748	15
204.121	700.182	15
405.19	114.184	15
489.196	618.253	15
143.895	473.041	15
214.884	282.802	15
633.142	304.187	15
99.8733	242.967	15
236.75	605.072	15
608.268	40.3674	15
267.255	20.5057	15
270.303	127.227	15
742.72	586.412	15
192.462	59.4271	15
475.154	692.47	15
622.461	604.004	15
54.2246	248.01	15
150.018	243.432	15
420.492	51.3225	15
504.855	183.455	15
129.98	532.877	15
679.386	285.203	15
151.608	508.522	15
326.063	643.958	15
66.0676	183.96	15
367.11	566.106	15
305.584	542.1	15
680.798	188.823	15
509.932	712.979	15
236.915	55.3049	15
361.261	299.743	15
399.681	628.372	15
160.496	746.463	15
306.54	190.813	15
16.4984	261.973	15
543.901	351.112	15
271.998	488.295	15
538.922	211.274	15
602.145	688.388	15
432.445	267.19	15
230.279	442.63	15
107.604	382.273	15
15.8073	728.073	15
45.0741	317.168	15
352.092	710.601	15
683.82	349.13	15
327.987	520.557	15
589.075	231.448	15
508.343	355.187	15
397.585	575.255	15
104.014	426.896	15
642.384	509.188	15
721.386	483.398	15
518.554	453.892	15
537.948	693.037	15
225.731	178.065	15
530.547	161.823	15
172.083	575.76	15
440.547	498.489	15
462.017	138.93	15
91.4874	506.265	15
320.066	253.703	15
686.246	89.2618	15
747.697	696.546	15
389.663	87.9584	15
204.662	461.529	15
15.4503	518.455	15
442.71	618.491	15
549.346	507.948	15
637.506	576.848	15
711.781	407.482	15
724.408	147.207	15
365.486	65.2692	15
168.236	39.0879	15
587.119	64.6053	15
74.0027	144.315	15
66.7066	693.965	15
188.709	393.187	15
453.097	201.131	15
361.486	403.069	15
456.568	62.9525	15
685.494	58.2821	15
605.795	147.272	15
112.448	135.062	15
438.955	530.359	15
385.451	378.134	15
191.884	523.78	15
677.58	399.855	15
66.1721	366.25	15
734.412	208.47	15
346.278	438.39	15
278.924	355.065	15
638.996	96.9118	15
581.006	263.068	15
137.791	166.317	15
422.658	654.457	15
326.34	403.911	15
611.242	521.102	15
346.059	588.539	15
532.731	281.302	15
740.76	756.191	15
628.695	14.9402	15
737.39	646.043	15
362.01	108.703	15
507.131	63.0358	15
706.849	639.453	15
110.292	689.159	15
435.877	358.457	15
630.437	410.039	15
476.755	276.17	15
261.672	230.572	15
164.661	82.3017	15
258.157	628.512	15
711.596	108.418	15
284.044	255.852	15
121.932	452.413	15
82.763	216.509	15
195.77	557.206	15
388.798	278.016	15
529.73	90.6377	15
470.826	16.9833	15
416.948	552.307	15
