18.9699,2.36275,0.25
34.9828,12.662,0.25
19.0682,30.1839,0.25
19.8946,16.7475,0.25
19.0106,16.127,0.25
1.28734,25.4857,0.25
7.29133,36.5154,0.25
33.9663,30.6196,0.25
11.9695,32.207,0.25
31.9662,0.688949,0.4
28.8495,31.3647,0.25
21.4853,25.0739,0.25
1.04857,12.712,0.25
22.9568,4.75737,0.25
19.7428,29.1482,0.25
23.2841,37.9849,0.25
32.0554,18.3943,0.25
11.6452,11.4948,0.25
9.79972,30.7086,0.25
28.9793,29.2307,0.4
10.2079,31.0196,0.25
15.5992,16.2843,0.25
30.7704,11.089,0.25
7.52026,1.72727,0.25
4.00246,0.321082,0.25
2.58797,34.2015,0.25
31.5409,23.071,0.25
18.8956,32.3081,0.25
35.8781,4.76241,0.25
37.3139,17.1557,0.4
33.8486,22.1607,0.25
16.6215,26.0564,0.25
1.60087,28.0701,0.25
38.4658,9.94022,0.25
21.8853,29.3095,0.25
1.5693,31.8352,0.25
22.0323,16.9851,0.25
9.16516,12.8947,0.25
26.8535,17.5995,0.25
15.0755,31.1743,0.4
17.3532,16.1227,0.25
28.1747,10.6396,0.25
1.01667,7.32656,0.25
5.8456,38.1798,0.25
10.8912,3.563,0.25
15.1672,6.33028,0.25
25.1253,32.8759,0.25
30.9116,26.7022,0.25
21.8825,31.6692,0.25
37.6285,6.8918,0.4
22.296,0.771895,0.25
37.8914,5.85488,0.25
18.2096,10.046,0.25
18.6272,5.6995,0.25
25.4259,31.7398,0.25
37.1945,4.77186,0.25
11.2539,26.1562,0.25
15.1108,11.6495,0.25
34.504,18.7588,0.25
9.94615,6.47012,0.4
22.5772,26.8128,0.25
12.4566,9.6061,0.25
20.8545,4.50703,0.25
36.1488,4.3338,0.25
37.2778,36.4854,0.25
10.1321,19.9765,0.25
37.3795,8.82609,0.25
25.5409,14.1476,0.25
16.4439,6.08779,0.25
21.3167,3.42389,0.4
37.992,19.677,0.25
7.70135,8.03754,0.25
7.2445,22.5539,0.25
20.9941,2.78574,0.25
3.77928,33.0631,0.25
9.63218,25.5008,0.25
21.8332,21.287,0.25
34.7947,3.52232,0.25
26.6491,31.8735,0.25
9.50849,23.7808,0.4
30.1332,17.9907,0.25
5.93242,27.1406,0.25
26.9566,30.3655,0.25
4.46397,4.24296,0.25
36.0645,26.3467,0.25
9.5495,36.1801,0.25
6.79214,16.6969,0.25
6.76809,14.9501,0.25
0.50185,29.1692,0.25
18.834,3.91815,0.4
22.948,28.0785,0.25
29.9275,6.94977,0.25
12.1474,25.6353,0.25
9.66689,38.4944,0.25
19.4261,16.9311,0.25
23.332,10.6518,0.25
34.2572,28.2889,0.25
1.23264,22.9361,0.25
21.1622,6.14726,0.25
28.064,19.9103,0.4
30.8356,35.8159,0.25
18.0479,38.4965,0.25
15.6691,24.9029,0.25
14.7723,15.003,0.25
15.2521,32.7446,0.25
18.3234,0.249558,0.25
